0.mp3|അതിന്റെ പിന്നിൽ തന്നെയാത് എഴുതിയിട്ടുണ്ട്
14.mp3|പൂമച്ചെ ദേഫയിൽ നിന്ന് വളരെയടുത്തായി കിടക്കുന്നളിനാൽ കേരളത്തിൽ പുഷ്ണ മേഖലാ കാലാവസ്ഥയാണ് അനുഭവപ്പെടുന്ന്
15.mp3|ഇന്ന് വൈുകുന്നേരം വരെ ആകെ മൂന്ന്കൂടി ഒരു ലക്ഷ്യത്തിയേഴുന്നൂറ്റിപതിനാറ് ഡോസ് വാക്ഷണണം നൽകിയത്
16.mp3|കുമരകത്ത് പരിശീനനസിൽ പങ്കെടുത്ത ആനിറക്കുള്ള താമസം ഓരോ വീടുകളിൽ ആയിരുന്നു
17.mp3|ഒരു പത്തൊമ്പത് വയസ്സുകാരനെ അഞ്ച് പല്ലമായി നീരീക്ഷിച്ച് നിരീക്ഷിച്ച് പടിച്ചതിനു ശേഷമാണ് അറസ്റ്റ്
18.mp3|പിന്നെയും നാലെ കൊലം കഴിഞ്ഞാണ് ൃട്ടണിൽ സ്ത്രീകൾക്ക് വോട്ടാവകാശം കിട്ടുന്നത് എന്നോർക്കണം
19.mp3|അന്നു തന്നെ ഹയറസ്ക്കിലുള്ളവരെ മെടിക്കിൽ കോളേജ് അലിശ്ലേഷൻ മാ്ഡിലേക്ക് മാറ്റി
20.mp3|കോവി ശീളട് കോവാക്സിൻ ഇന്നുവയുട് രണ്ടാമത്തെ ഡോസ് കാല താംസം കൂടാതെ എല്ലാവരും എടുക്കേണ്ടതാണ്
21.mp3|പൂമി പാട്ടത്തിന് നൽകുന്നതിനുള്ള അധിധാരം ആ സ്ഥലത്ത് സ്ഥിതി ചിയുന്ന സ്ഥാപനണത്തിന്റെ മേധാവില എക്ഷിത്തമാക്കം
22.mp3|വീടിന്റെ പരിമിതവായിടങ്ങളിൽ മഴുവനായും പുർക്ഷൻ നീണ്ടു നിവറന്നു കിടക്കുകയും ത്രീകളും ഞെറിഞ്ഞി പോകകയുമായിരിക്കും
23.mp3|ഈ അതിവെഹത്തായ വിവരശേഖരത്തിൽ തപ്പിൽത്തിറിഞ്ഞ് എനിക്ക് ഒറ്റ ക്ളിക്കിൽ വിവരങ്ങൾ ലഭ്യമായാ
24.mp3|സ്ത്രീകളെ വീടുകളിൽ ഒതുക്കിയിരുത്തി അവിടെ അദ്വാനശേഷിയെ പൂർണ്ണമായും ചൂഷണം ചെയ്യുകയും അവരെ കൂടുതൽ വിധേയരാക്കുകയുമാണ് ഈ വ്വസ്ഥിതി
25.mp3|വിലക്കയറ്റമിങ്ങനെ നിൽക്കുമ്പോൾ പലിശൈനിയും കുറയ്ക്കുകയോ പണലഭ്യത വർദ്ധിപ്പിക്കുകയോ ചെയ്യാൻ കഴിയുകയില്ല
26.mp3|ഗാന്തി ലത്ത കേസിൽ ജീവ വരുന്ഞ് ശിക്ഷിക്കപ്പെട്ട ഗോട്സ േട്ട് സ്ഫോപതറ്ടൻ ഒപ്പാൽ ഗോഡ്സ്റെ ആയിരത്തിയത്ോടായിരത്തി അറുപത്തിനാലിലാണ് റയിൽ മൂചിതനായത്
27.mp3|ഇടതുപക്ഷ പുരോകവന്ന കാഴ്ചപ്പാടുള്ളവർ പോലും ഈ പരീക്ഷണ രീതിയപ്പറ്റി വളരെ ആധരണേതയോടെ കൂടി മാത്രം സംസാരിക്കുന്നത് ശ്രദ്ധയിൽ പെടിക്കുന
28.mp3|സിനിമയിലും നാടകത്തിലും പത്രസാഹിത്യ പ്രാർത്തനങ്ങളിലുംൊക്കെ ഒരുപോലെ വ്യക്തിമുദ്ര പചിപ്പിച്ചയാളാണ്ദ്ദേഹം
29.mp3|ഗാന്ധി നടത്തിയ യിടവിടലുവൾ ഗാന്നിക്ക് മാത്രം ചെയ്യാൻ കഴിിവുന്നവയായിരുന്നു
30.mp3|ദേവേന്ദ്രന്റെ വാഹനമായ ഇരവതമെന്നാനക്കു വെളുത്ത നിറമാണ്
31.mp3|അങ്ങനെയാണ് ഗാന്ധിവതത്തിന്റെ സൂത്തധാനമാരക്കുറിച്ച് അന്വക്ഷിക്കാൻ സുപ്രീം കോടതി ജഡ്ജിയായിരുന്ന ്യസ്റ്യസ് ജീവനലാൽ കഫൂറനെ ചുമതലപ്പെടുത്തയത്
32.mp3|ഇറക്കുമതി ചെയ്യുന്ന ആണവനിലയങ്ങൾ സ്ഥാപിക്കാനായി നാല് സ്ഥലങ്ങൾ തെരഞ്ഞെടുത്തു
33.mp3|പട്ടിയെ വളർത്തുന്നതിനോടാണ് എനിയ്ക്ക് വിരോധ
34.mp3|പക്ഷെത്തീർത്തും അശാസ്ത്രീയവും അടിസ്ഥാനരഹിതവുമായ ആരോപണങ്ങളുയർത്തി ജനങ്ങളിൽ അനാവശ്യമായ ആശംക പടർത്താനുള്ള ശ്രമങ്ങളാണ് ചില കേന്ദ്രങ്ങളിൽ നിന്നുണ്ടാനത്
35.mp3|കേന്ദ്രസംസ്ഥാന സർക്കാരികൾ ശ്രദ്ധയോടെ പരോക്ഷനികതികൾ കുറക്കുകയാണെങ്കിൽ ഉൾപ്പാദനച്ചെലവിലുള്ള സമ്മരദങ്ങൾ ബഹൂയരിക്കാണാവ്
36.mp3|പൊതുജനങ്ങൾക്ക് ഉപയോഗിക്കാവൊന്ന് തരത്തിലായിരുന്നു ഈ രേഖഥയാറാക്കിയത്
37.mp3|ഞാന അദ്ദേനത്തെ ആദ്യമായി കണ്ടപ്പോൾ എന്നോടി സംസാരിച്ചത് ജനകീയാസൂത്രനത്തെ സംബന്തിച്ച എന്റെ പുസ്തകത്തെക്കുറിച്ചായ
38.mp3|നമുക്ക് വേഗം കഴിച്ചിട്ടിറങ്ങാം അല്ലെങ്കിൽ അവിടെയഎത്തുമ്പോൾ വൈകും
39.mp3|ഒരു കിലോ ശരീര ഭാരമുണ്ടാക്കാൻ ബ്രോയിലർ കോഴിക് ആവശ്യവരുക ഒന്നര കിലോ തീറ്റ മാത്രമാണ്
40.mp3|ഗോട്സം നാരായണന അപ്ദയയും താൻ ഒരു വർഷത്തോളമായി കണ്ടിട്ടയിലെന്നാണ് സവർക്കർ കോടുതിൽ വാജ്ച്
41.mp3|ഒരു ലാപ്റ്റോപ്പിനു നുകുതി ഉൾപ്പെടെ പതിനെന്നായിരം രൂപ എന്നി നിലക്കിാണ് വിതരണം ചെയ്തത്
42.mp3|കമ്മയൂണിസ്ത്തെ ക്കുറച്ചുള്ള നിങ്ങളുടെ ധാരണകൾ തെറ്റാണെന്ന് സ്ഥാപികുകയാണെങ്കിൽ നിങ്ങളത് തിരുത്താൻ തയ്യാറാകുമോ
43.mp3|കഴിക്കുന്ന ഭക്ഷണം ശരീരഭാരമായി മാറ്റുവാനുള്ള കഴിയുവ് അതായത് പീട് കൺവർഷൻ ന വിഷൻസി ഇവയ്ക്ക് വളരെ പൂടുതലാണ്
44.mp3|നിലവിൽ ചിലർ പ്രചരിപ്പിക്കുന്ന കാര്യങ്ങൾക്ക് വസ്തുതയുടെ പിനപലമില്ല
45.mp3|സാംസ്കാരികവും മതപരവുമായ പരിഷ്കരണ പ്രവർത്തണങ്ങളെ നവോത്ഥാനമെന്ന പേരി പൊതുവായി വരിക്കും
46.mp3|അദ്ദേഹം സഫയിൽ നടത്തിയ പ്രസംഗത്തിൽ ചില ഗുരുതരപിഴപുകൾ്ുണ്ട്
47.mp3|എല്ലാ ദിവസവും കടകൾ തുറക്കണമെന്ന ആവശ്യത്തിൽ നിന്ന് പിന്നൂടില്ലെന്ന് യാപാരികലു
48.mp3|ദയവ് ചെയ്ത അ വസ്ത്രങ്ങൾ തരും
49.mp3|കേരള സർക്കാർ മാത്രമാണ് രജത് ജൂബിലി ആഫ്ഷം സങ്ഘടിപ്പിച്ചത്
