0.mp3|അതിന്റെ ടിന്നിൽ തന്നെ അത് എഴുതിയിട്ടുണ്ട്
26.mp3|ഗാണതിവത ്കേസിൽ ജീവപരിന്നന ശിക്ഷിക്കപ്പെട്ട ഗോഡ്സയുടെ സഹോദരൻ ഹോബാൽ ഗോഡ്സെ 196ി4ല-ലാണ് എലയിൽ മോച്ിതനായത്
27.mp3|ഇടതുപക്ഷ പുരോഗവന കാഴ്ചപ്പാഴുള്ളവർപ്പോലും ഈ പരീക്ഷണ രീതിയപ്പറ്റി വളരെ ആദരണിയതയോടു കൂടി മാത്രം സംസാരിക്കുന്നത് ശ്രദ്ധയിൽ പെഠിക്കുന്ട്
28.mp3|സിനിമയിലും നാടകത്തിലും പത്രസാഹിത്യ പ്രാർത്തനങ്ങളിലുമൊക്കെ ഒരുപോലെ വ്യക്തിമുദ്ര പതിപ്പിച്ചയാളാണ് അദ്ദേഹം
29.mp3|ഗാന്ധി നടത്തിയ ഇടവിടലുകൾ ഗാന്ധിക്കു മാത്രം ചെയ്യാൻ കഴയുന്നവയായിരുന്നു
30.mp3|ദേവേന്ത്രന്റെ വാഹനമായ ിരവതമ എന്നാനി്ക്ക് വെളുത്ത നിറമാണ്
31.mp3|അങ്ങനെയാണ് ഗാന്ധ്ിവധത്തിന്റെ സൂതരധാനമാരെക്കുറിച്ച് അന്വേഷിക്കാൻ സുപ്രീം കോടതി ജഡ്ജിയായിരുന്ന ജസ്റ്റിസ് ജീവന്ലാൽ കപോറിനെ ചുമതലപ്പെടുത്തിയത്
32.mp3|ഇറക്കുമതി ചെയ്യുന്ന ആണവനിലയങ്ങൾ സ്ഥാപിക്കാനായി നാലു സ്ഥലങ്ങൾ തിറഞ്ഞെടുത്തു
33.mp3|പട്ടിയെ വളർത്തുന്നതിനോടാണ് എനിക്ക് വിരോധം
34.mp3|പക്ഷേ തീർത്തും അശാസ്ത്രീയവും അടിസ്ഥാന രഹിതവുമായ ആരോപണങ്ങള ഉയർത്തി ജനങ്ങളിൽ അനാവശ്യമായ ആസംഘപടർത്താനുള്ള ശ്രമങ്ങളാണ് ചില കേന്ദ്ര്ങ്ങളിൽ നിന്നും ഉണ്ടാകുന്നത്
35.mp3|കേന്ദ്രസംസ്ഥാന സർക്കാരികൾ ശ്രദ്യയോടെ പരോക്ഷം നികുതികൾ കുറക്കുകയാണെങ്കിൽ ഉൽപ്പാന ചിലവിലുള്ള സമമരദങ്ങൾ രഹൂകരിക്കാനാവ്
36.mp3|പൊതുജനങ്ങൾക്ക് ഉപയോഗിക്കാവുന്ന തരത്തിലായിരുന്നു ഈ രേഖതയ്യാറാക്കിയത്
37.mp3|ഞാൻ അദ്ദേഹത്തെ ആദ്യമായി കണ്ടപ്പോൾ എന്നോട് സംസാരിച്ചത് ജനകീ ആസൂത്രനത്തെ സംബന്ധിച്ച എന്റെ പുസ്തകത്തെക്കുറിച്ചഴ്ട്
38.mp3|നമുക്ക് വേഗം കഴച്ചിട്ടിറങ്ങാം അല്ലെങ്കിൽ അവിടെയെത്തുമ്പോൾ വൈകും
39.mp3|ഒരു കിലോ ശരീരഭാരം ഉണ്ടാക്കാൻ ബ്രോയ്ലർ കോഴിയ് ആവശ്യമരിക ഒന്നരെക്കിലോ തീറ്റ മാത്രമാണ്
40.mp3|ഗോഡ്സെയയും നാരായണ നാപ്തെയയും താൻ ഒരു വർഷത്തോളമായി കണ്ടിട്ടെയില്ലെ നണ് സവർക്കർ കോടതിയിൽ വാദിച്ചതു
41.mp3|ഒരു ലാപ്റോപ്പിന് നികുതിയഉൾപ്പെടെ പതിനെണ്ണായിരം രൂപ എന്ന നിലയ്ക്കലാണ് വിതരണം ചെയ്തത്
42.mp3|കമ്മ്യൂണിസ്റ്തെക്കുറിച്ചുള്ള നിങ്ങളുടെ ധാരണകൾ തെറ്റാണെന്നു സ്ഥാപിക്കുകയാണെങ്കിൽ നിങ്ങളിൽ് തിരുത്താൻ തയ്യാറാകുമോ
43.mp3|കഴിക്കുന്ന ഭക്ഷണം ശരീരഭാരമായി മാറ്റുവാനുള്ള കഴിവ് അതായത് ഫീഡ് കൺവേർഷൻ എഫിഷ്യൻസി ഇവയ്ക്ക് വളരെ കൂടുതലാണ്
44.mp3|നിലവിൽ ചിലർ പ്രചരിപ്പിക്കുന്ന കാര്യങ്ങൾക്ക് വസ്തുതയുടെ പിൻ്പലമില്ല
45.mp3|സാംസ്കാരികവും മതപരവുമായ പരിഷ്കരണ പ്രവർത്തനങ്ങളെ നൗവത്ഥാനം എന്ന പേരിൽ പൊതുവായി വിവരിക്കുന്നു
46.mp3|അദ്ദേഹം സഫിയിൽ നടത്തിയ പ്രസംഗത്തിൽ ചില ഗുരുതര പിഴപുകൾ ഉണ്ട്
47.mp3|എല്ലാ ദിവസവും കടകൾ തുറക്കണമെന്ന ആവശ്യത്തിൽ നിന്ന് പിന്നോട്ടില്ലെന്ന് വ്യാപാരികൾ
48.mp3|ദയവ് ചെയ്ത അവസ്ത്രങ്ങൾ തരു
49.mp3|കേരളസർക്കാർ മാത്രമാണ് രജത ജൂബിലി ആഘോഷം സങ്കടിപ്പിച്ചത്
