0.mp3|അതിന്റെ ടിന്നില് തന്നെ അത് എഴുതിയിട്ടുണ്ട്
21.mp3|ഭൂമി പാട്ടത്തിനു നല്കുന്നതിനുള്ള അധികാരം ആ സ്ഥലത്ത് സ്ഥിതി ചെയ്യുന്ന സ്ഥാപനത്തിന്റെ മേധാവിയിൽ നിക്ഷിപ്പമാക്കും
22.mp3|വീടിന്റെ പരിമിതമായ ഇടങ്ങളിൽ മുഴുവനായും പുരുഷ നീണ്ടു നിവർന്നു കിടക്കുകയും സ്ത്രീകൾ ഞെരുങ്ങി പോവുകയുമായിരിക്കും
23.mp3|ഈ അതിവിവരത്തായ വിവരശേഖരത്തില് തപ്പിത്തെറിഞ്ഞ് എനിക്ക് ഒറ്റള്ള ക്ലിക്കിൽ വിവരങ്ങൾ ലഭ്യമാവണം
24.mp3|സ്ത്രീകളെ വീടുകളിൽ ഒതുക്കേരുത്തി അവരുടെ അധ്വാനശേഷിയെ പൂര്ണമായും ചൂഷണം ചെയ്യുകയും അവരെ കൂടുതൽ വിധേയരാക്കുകയുമാണ് ഈ വ്യവസ്ഥിതി
25.mp3|വിലക്കയറ്റം ഇങ്ങനെ നിൽക്കുമ്പോൾ പലിശ ഇനിയും കുറയ്ക്കുകയോ പണലഭ്യത വർദ്ധിപ്പിക്കുകയോ ചെയ്യാൻ കഴിയുകയില്ല
26.mp3|ഗാന്ധിവധത്തക്കേസിൽ ജീവപര്യനും ശിക്ഷിക്കപ്പെട്ട ഗോഡ്സൈടുടെ സഹോദലൻ ഓപ്പോൾ ഗോഡ്സെ ആയിരത്തി തൊള്ളായിരത്തി അറുപത്തിനാലിലാണ് കേൽ മോചിതനായത്
27.mp3|ഇടതുപക്ഷ പുരോഗവന കാഴ്ചപ്പാടുള്ളവർ പോലും ഈ പരീക്ഷണ രീതിയെപ്പറ്റി വളരെ ആദരണീധയേക്കും നേയ്കും മാത്രം സംസാരിക്കുന്നത് ശ്രദ്ധയിൽ പണ്ടുന്നത്
28.mp3|സിനിമയിലും നാടകത്തിലും പത്രസാഹിത്യപ്രാരർത്ഥനങ്ങളിലുമൊക്കെ ഒരുപോലെ വ്യക്തിമുദ്രപതിപ്പിച്ചയാളാണ് അദ്ദേഹം
29.mp3|ഗാന്ധി നടത്തിയ ഇടവിടലുകള് ഗാന്ധിക്കു മാത്രം ചെയ്യാൻ കഴിയുന്നവയായിരുന്നു
30.mp3|ദേവേന്ദ്രന്റെ വാഹനമായ ആയിരാവതമെന്ന്, ആനിക്ക് വെളുത്തനിറമാണ്
31.mp3|അങ്ങനെയാണ് ഗാന്ധിവധത്തിന്റെ സൂത്രധാരന്മാരെക്കുറിച്ച് അന്വേഷിക്കാന് സുപ്രീംകോടതി ജഡ്ജിയായിരുന്ന ജസ്റ്റിസ് ജീവന്ലാല് കപൂറിനെ ചുമതലപ്പെടുത്തിയ്ത്
32.mp3|ഇറക്കുമതി ചെയ്യുന്ന ആണവ നിലയങ്ങൾ സ്ഥാപിക്കാനായി നാലു സ്ഥലങ്ങൾ തെരഞ്ഞൈടുത്തു
33.mp3|പട്ടിയെ വളർത്തുന്നതിനോടാണ് എനിക്ക് വിരോധം
34.mp3|പക്ഷെ തീർത്തും അശാസ്ത്രീയവും അടിസ്ഥാന രഹിതവുമായ ആരോപണങ്ങളുയർത്തി ജനങ്ങളിൽ അനാവശ്യമായ ആശങ്ക പടർത്താനുള്ള ശ്രമങ്ങളാണ് ചില കേന്ദ്രങ്ങളിൽ നിന്നുമുണ്ടാകുന്നത്
35.mp3|കേന്ദ്ര-സംസ്ഥാന-സർക്കാരികൾ ശ്രദ്ധയോടെ പരോക്ഷ നികുതികൾ കുറക്കുകയാണെങ്കിൽ, ഉത്പാധനചെലവിലുള്ള സമ്മ്രദ്ധങ്ങൾ ലഘൂകരിക്കാനാകും
36.mp3|പൊതുജനങ്ങള്ളക്ക് ഉപയോഗിക്കാവുന്ന തരത്തിലായിരുന്നു ഈ രേഖ തയ്യാറായിരുന്നത്
37.mp3|ഞാന് അദ്ദേഹത്തെ ആദ്യമായി കണ്ടപ്പോള് എന്നോട് സംസാരിച്ചത് ജനഘി ആസൂത്രണത്തെ സംബന്ധിച്ച എന്റെ പുസ്തലത്തെ കുറിച്ചെ അങ്ങു പോയിട്ടു
38.mp3|നമുക്ക് വേഗം കഴിച്ചിട്ട് ഇറങ്ങാം അല്ലെങ്കില് അവിടെ എത്തുമ്പോള് വൈകും
39.mp3|ഒരു കിലോ ശരീരഭാരമുണ്ടാക്കാൻ ബ്രോയ്ലർ കോഴിക്ക് ആവശ്യം വരിക ഒന്നര കിലോ തീറ്റ മാത്രമാന്
40.mp3|ഗോഡ്സെയെയും നാരായനനാബ്ധെയും താന് ഒരു വർഷത്തോളമായി കണ്ടിട്ടത്തെയില്ലെന്നാണ് സവർക്കർ കോടതിയിൽ വാദിച്ചത്
41.mp3|ഒരു ലാപ്ടോപ്പിന് നികുതിയുള്പ്പെടെ പതിനെണ്ണായിരം രൂപ എന്ന നിലക്കിനാണ് വിതരണം ചെയ്തത്
42.mp3|കമ്യൂണിസത്തെക്കുറിച്ചുള്ള നിങ്ങളുടെ ധാരണകൾ തെറ്റാണെന്ന് സ്ഥാപിക്കുകയാണെങ്കിൽ നിങ്ങളത് തിരുത്താൻ തയ്യാറാകുമോ
43.mp3|കഴിക്കുന്ന ഭക്ഷണം ശരീരഭാരമായി മാറ്റുവാനുള്ള കഴിവ് അതായത് ഫീഡ് കൺവെർഷൻ എഫിഷ്യൻസി ഇവയ്ക്ക് വളരെ കൂടുതലാണ്
44.mp3|നിലവിൽ ചിലർ പ്രചരിപ്പിക്കുന്ന കാര്യങ്ങൾക്ക് വസ്തുതയുടെ പിൻബലമില്ല
45.mp3|സാംസ്കാരികവും മതപരവുമായ പരിഷ്കരണ പ്രവര്ത്തനങ്ങളെ നവ്തനമ്മെന്ന പേരിൽ പൊതുവായി നിവരിക്കുന്നു
46.mp3|അദ്ദേഹം സഫിൽ നടത്തിയ പ്രസംഗത്തിൽ ചില ഗുരുതരപിഴപുകൾ ഉണ്ട്
47.mp3|എല്ലാദിവസവും കടകള്‍ തുറക്കണമെന്ന ആവശ്യത്തിൽ നിന്നു പിന്നോട്ടില്ലെന്ന് വ്യാപാരികൾ
48.mp3|ദയവ് ചെയ്ത് അവസ്ത്രങ്ങള് തരും
49.mp3|കേരള സര്ക്കാര് മാത്രമാണ് രചനതി ജൂബിലി ആൻപ്രശം സംഘടിപ്പിച്ചത്
