0.mp3|അതിന്റെ ടിന്നില്‍ തന്നെ അത് എഴുതിയിട്ടുണ്ട്
18.mp3|പിന്നെയും നാല് വർഷത്തിനു ശേഷമാണ് ബ്രിട്ടനിൽ സ്ത്രീകൾക്ക് വോട്ടവകാശം കിട്ടുന്നത് എന്നോർക്കണം.
19.mp3|അന്നുതന്നെ ഹൈ റീസ്ക്ക് ഉള്ളവരെ മെഡിക്കൽ കോളേജ് ഐസൊലേഷൻ വാർഡിലേക്ക് മാറ്റി
20.mp3|കോവിഷീൽഡ്, കോവാക്സിൻ എന്നിവയുടെ രണ്ടാമത്തെ ഡോസ് കാലതാമസം കൂടാതെ എല്ലാവരും എടുക്കേണ്ടതാണ്
21.mp3|ഭൂമി പാട്ടത്തിന് നല്കുന്നതിനുള്ള അധികാരം ആ സ്ഥലത്ത് സ്ഥിതി ചെയ്യുന്ന സ്ഥാപനത്തിന്റെ മേധാവിയുടെ കൈവശം നിർബന്ധമാക്കും.
22.mp3|വീടിന്റെ പരിമിതികളായ സ്ഥലങ്ങളിൽ മുഴുവനായി പുരുഷൻ നീട്ടിനീട്ടി കിടക്കുകയും സ്ത്രീകൾ ഞെരിഞ്ഞുപോവുകയും ചെയ്യും.
23.mp3|ഈ അതിവിശാലമായ വിവരശേഖരത്തിൽ തപ്പിച്ചെറിഞ്ഞ് എനിക്ക് ഒറ്റക്ലിക്കിൽ വിവരങ്ങൾ ലഭ്യമാകണം
24.mp3|സ്ത്രീകളെ വീടുകളിൽ ഒതുക്കിയിരുത്തി അവരുടെ അധ്വാന ശേഷിയെ പൂർണ്ണമായും ചൂഷണം ചെയ്യുകയും അവരെ കൂടുതൽ വിധേയരാക്കുകയും ആണ് ഈ വ്യവസ്ഥിതി.
25.mp3|വിലക്കയറ്റം ഇങ്ങനെ നിൽക്കുമ്പോൾ പലിശ ഇനിയും കുറയ്ക്കാനോ പണലഭ്യത വർദ്ധിപ്പിക്കുകയോ ചെയ്യാൻ കഴിയില്ല.
26.mp3|ഗാന്ധി വധക്കേസിൽ ജീവൻ ബലിച്ച് കൊല്ലപ്പെട്ട ഗോഡ്സെയുടെ സഹോദരൻ ഗോപാൽ ഗോഡ്സേ ആയിരത്തി തൊള്ളായിരത്തി അറുപത്തിനാലിലാണ് ജയിലിൽ മോചിതനായത്
27.mp3|ഇടതുപക്ഷ പുരോഗമന കാഴ്ചപ്പാടുള്ളവർ പോലും ഈ പരീക്ഷണരീതിയെപ്പറ്റി വളരെ ആദരവോടെ മാത്രം സംസാരിക്കുന്നത് ശ്രദ്ധേയമാക്കുന്നു.
28.mp3|സിനിമയിലും നാടകത്തിലും പത്രസാഹിത്യപ്രവര് ത്തനങ്ങളിലുമൊക്കെ ഒരുപോലെ വ്യക്തിമുദ്ര പതിപ്പിച്ച ആളാണ് അദ്ദേഹം
29.mp3|ഗാന്ധി നടത്തിയ ഇടപെടലുകൾ ഗാന്ധിക്ക് മാത്രം ചെയ്യാൻ കഴിയുന്നവയായിരുന്നു.
30.mp3|ദേവേന്ദ്രന്റെ വാഹനമായ ഇരവതമെന്ന ആനയ്ക്ക് വെളുത്ത നിറമാണ്.
31.mp3|അങ്ങനെയാണ് ഗാന്ധി വധത്തിന്റെ സൂത്രധാരന്മാരെക്കുറിച്ച് അന്വേഷിക്കാൻ സുപ്രീം കോടതി ജഡ്ജിയായിരുന്ന ജസ്റ്റിസ് ജീവൻലാൽ കപൂറിനെ ചുമതലപ്പെടുത്തിയത്.
32.mp3|ഇറക്കുമതി ചെയ്യുന്ന ആണവ നിലയങ്ങൾ സ്ഥാപിക്കാനായി നാല് സ്ഥലങ്ങൾ തിരഞ്ഞെടുത്തു.
33.mp3|പത്തിയെ വളർത്തുന്നതിനോടാണ് എനിക്ക് വിരോധം
34.mp3|പക്ഷേ തീർത്തും അശാസ്ത്രീയവും അടിസ്ഥാനരഹിതവുമായ ആരോപണങ്ങൾ ഉയർത്തി ജനങ്ങളിൽ അനാവശ്യമായ ആശങ്ക പരത്താനുള്ള ശ്രമങ്ങളാണ് ചില കേന്ദ്രങ്ങളിൽ നിന്നുമുണ്ടാകുന്നത്
35.mp3|കേന്ദ്ര-സംസ്ഥാന സർക്കാരുകൾ ശ്രദ്ധയോടെ പരോക്ഷ നികുതികൾ കുറയ്ക്കുകയാണെങ്കിൽ ഉല് പാദനച്ചെലവിലുള്ള സമ്മർദ്ദങ്ങൾ ലഘൂകരിക്കാനാവും.
36.mp3|പൊതുജനങ്ങള്‍ക്കുപയോഗിക്കാവുന്ന തരത്തിലായിരുന്നു ഈ രേഖ തയ്യാറാക്കിയത്.
37.mp3|ഞാൻ അദ്ദേഹത്തെ ആദ്യമായി കണ്ടപ്പോൾ എന്നോട് സംസാരിച്ചത് ജനകീയ അസ്വസ്ഥതയെ സംബന്ധിച്ചിടത്തോളം എന്റെ പുസ്തകത്തെക്കുറിച്ചായിരുന്നു.
38.mp3|നമുക്ക് വേഗം കഴിച്ചിട്ട് ഇറങ്ങാം അല്ലെങ്കിൽ അവിടെ എത്തുമ്പോൾ വൈകും
39.mp3|ഒരു കിലോ ശരീരഭാരം ഉണ്ടാക്കാൻ ബ്രോയ്ലർ കോഴിക്കി ആവശ്യവരുക ഒന്നര കിലോ പീട്ട മാത്രമാണ്
40.mp3|ഗോഡ്സേയും നാരായണനാപ്തേയും താൻ ഒരു വർഷത്തോളമായി കണ്ടിട്ടേയില്ലെന്നാണ് സവർക്കർ കോടതിയിൽ വാദിച്ചത്.
41.mp3|ഒരു ലാപ്ടോപ്പിന് നികുതി ഉൾപ്പടെ പതിനെണ്ണായിരം രൂപ എന്ന നിലയിലാണ് വിതരണം ചെയ്തത്.
42.mp3|കമ്മ്യൂണിസ്റ്റുകളെക്കുറിച്ചുള്ള നിങ്ങളുടെ ധാരണകൾ തെറ്റാണെന്ന് സ്ഥാപിക്കുകയാണെങ്കിൽ നിങ്ങൾ അത് തിരുത്താൻ തയ്യാറാകുമോ?
43.mp3|കഴിക്കുന്ന ഭക്ഷണം ശരീരഭാരമായി മാറ്റുവാനുള്ള കഴിവ്, അതായത് ഫീഡ് കൺവെർഷൻ എഫിഷ്യൻസി ഇവയ്ക്ക് വളരെ കൂടുതലാണ്.
44.mp3|നിലവിൽ ചിലർ പ്രചരിപ്പിക്കുന്ന കാര്യങ്ങൾക്ക് യാഥാർത്ഥ്യത്തിന്റെ പിന്നിലില്ല
45.mp3|സാംസ്കാരികവും മതപരവുമായ പരിഷ്കരണ പ്രവർത്തനങ്ങളെ നവോത്ഥാനം എന്ന പേരിൽ പൊതുവായി വിവരിക്കുന്നു.
46.mp3|അദ്ദേഹം സഫീല്‍ നടത്തിയ പ്രസംഗത്തില്‍ ചില ഗുരുതര പിഴവുകളുണ്ട്
47.mp3|എല്ലാ ദിവസവും കടകൾ തുറക്കണമെന്ന ആവശ്യത്തിൽ നിന്ന് പിന്നോട്ടുല്ലെന്ന് വ്യാപാരികൾ
48.mp3|ദയവുചെയ്ത വസ്ത്രങ്ങൾ തരും
49.mp3|കേരള സർക്കാർ മാത്രമാണ് രജത ജൂബിലി ആഘോഷം സംഘടിപ്പിച്ചത്.
